0,0,0,0,0,0,0
-1.91730392882721e-05,-8.22255208583837e-06,2.5548989327313e-05,0,0,0.00105649169421287,0
-9.37886065215245e-05,-4.67315219384194e-05,9.92883466965364e-05,0,0,0.00425335269631694,0
-0.000249324659064432,-0.000136209151626899,0.00021685335138383,0,0,0.00963053952679573,0
-0.000510972629382131,-0.000297184033098454,0.000373883313763952,0,0,0.0172265107528498,0
-0.000903477216053933,-0.000549906784357918,0.000566045923102542,0,0,0.027078100734621,0
-0.00145134195725368,-0.000914523570821659,0.000788998592136867,0,0,0.0392209628808912,0
-0.0021783666811532,-0.00141070579433452,0.00103846478106758,0,0,0.0536889720844242,0
-0.0031075966458256,-0.0020576133759824,0.00131024022822546,0,0,0.0705142779200134,0
-0.00426193963566294,-0.00287440738877954,0.00160008140314598,0,0,0.0897283596076243,0
-0.00566303527986251,-0.00387933029375088,0.00190389963628369,0,0,0.111360426807801,0
-0.00733183323434649,-0.00509018563420235,0.00221765687175526,0,0,0.135438423344256,0
-0.00928793239054688,-0.00652379881724905,0.00253747994521041,0,0,0.161988153736964,0
-0.0115511468108986,-0.00819732176874184,0.00285937580175386,0,0,0.191035730580434,0
-0.0141390583777843,-0.0101262134618812,0.00317966630811263,0,0,0.222604051453455,0
-0.0170684564360346,-0.012325437999933,0.00349472714071833,0,0,0.256715054577974,0
-0.0203541856221227,-0.0148085083686525,0.00380119524526827,0,0,0.293388142663655,0
-0.0240118357129776,-0.0175897543345521,0.00409546603731337,0,0,0.332644252931584,0
-0.0280536277744374,-0.0206808769061566,0.00437445040636069,0,0,0.374499907310115,0
-0.0324900182645366,-0.0240922878954273,0.00463528139703936,0,0,0.418969688905005,0
-0.0373326641229275,-0.0278356513229018,0.00487473885609591,0,0,0.466070761311881,0
-0.0425889474218283,-0.0319192357694869,0.0050902884572203,0,0,0.51581486388305,0
-0.0482654252675057,-0.0363508525753263,0.00527942188418883,0,0,0.568213538191888,0
-0.0543656657757178,-0.0411359978466838,0.0054400782516713,0,0,0.623274967260767,0
-0.0608950241330173,-0.046282022219073,0.00556967838259419,0,0,0.681011400449105,0
-0.0678533996722917,-0.0517918415823734,0.00566657151010736,0,0,0.741428216728085,0
-0.0752384648433018,-0.057666714080062,0.00572940414767208,0,0,0.80452886749784,0
-0.0830500248324558,-0.0639101647646569,0.00575617755318025,0,0,0.870321957310906,0
-0.0912816433276749,-0.070520548003615,0.00574600576994148,0,0,0.938808177477388,0
-0.0999260519570559,-0.0774958589524835,0.00569797648550226,0,0,1.00998887932869,0
-0.108972170721961,-0.0848310278643998,0.00561180658131703,0,0,1.08386129155378,0
-0.118411254299145,-0.0925236546229871,0.00548641067917488,0,0,1.16042925395435,0
-0.128227536195364,-0.100565340857687,0.00532204879635421,0,0,1.23968725419375,0
-0.13840276690987,-0.108945808529238,0.00511932879341788,0,0,1.32162796848797,0
